Mon Jun 29 03:35:14 2020 Epoch 1, lr: 0.0000300, train loss: 0.68620, val loss: 0.69695, acc: 22.72727, qwk: 0.06575
Mon Jul  6 15:53:52 2020 Epoch 19, lr: 0.0002714, train loss: 0.34786, val loss: 0.45328, acc: 61.00659, qwk: 0.83396
Mon Jul  6 16:37:03 2020 Epoch 20, lr: 0.0002504, train loss: 0.33683, val loss: 0.42536, acc: 63.49953, qwk: 0.84743
Mon Jul  6 17:20:18 2020 Epoch 21, lr: 0.0002250, train loss: 0.31803, val loss: 0.38370, acc: 61.75917, qwk: 0.85260
Mon Jul  6 18:03:42 2020 Epoch 22, lr: 0.0001964, train loss: 0.29612, val loss: 0.43522, acc: 62.41769, qwk: 0.86195
Mon Jul  6 18:47:09 2020 Epoch 23, lr: 0.0001657, train loss: 0.28797, val loss: 0.40590, acc: 65.28692, qwk: 0.86128
Mon Jul  6 19:30:34 2020 Epoch 24, lr: 0.0001343, train loss: 0.27066, val loss: 0.40774, acc: 62.32361, qwk: 0.84565
Mon Jul  6 20:13:53 2020 Epoch 25, lr: 0.0001036, train loss: 0.25747, val loss: 0.38928, acc: 63.78175, qwk: 0.86573
Mon Jul  6 20:57:13 2020 Epoch 26, lr: 0.0000750, train loss: 0.24037, val loss: 0.38591, acc: 64.53434, qwk: 0.86109
Mon Jul  6 21:40:36 2020 Epoch 27, lr: 0.0000496, train loss: 0.23263, val loss: 0.41207, acc: 64.15804, qwk: 0.86128
Mon Jul  6 22:24:05 2020 Epoch 28, lr: 0.0000286, train loss: 0.21872, val loss: 0.41523, acc: 65.42803, qwk: 0.86771
Mon Jul  6 23:07:28 2020 Epoch 29, lr: 0.0000130, train loss: 0.21649, val loss: 0.40943, acc: 66.08655, qwk: 0.86610
Mon Jul  6 23:50:49 2020 Epoch 30, lr: 0.0000033, train loss: 0.20661, val loss: 0.40554, acc: 65.61618, qwk: 0.86841
Wed Jul  8 00:21:22 2020 Epoch 1, lr: 0.0000300, train loss: 0.65816, val loss: 0.50853, acc: 38.02353, qwk: 0.72264
Wed Jul  8 01:04:42 2020 Epoch 2, lr: 0.0000480, train loss: 0.51718, val loss: 0.44691, acc: 50.54118, qwk: 0.80337
Wed Jul  8 01:48:11 2020 Epoch 3, lr: 0.0000660, train loss: 0.45173, val loss: 0.45323, acc: 45.27059, qwk: 0.76563
Wed Jul  8 02:31:39 2020 Epoch 4, lr: 0.0000840, train loss: 0.43398, val loss: 0.42228, acc: 53.08235, qwk: 0.80774
Wed Jul  8 03:15:09 2020 Epoch 5, lr: 0.0001020, train loss: 0.42081, val loss: 0.42701, acc: 58.02353, qwk: 0.83437
Wed Jul  8 03:58:42 2020 Epoch 6, lr: 0.0001200, train loss: 0.40942, val loss: 0.41941, acc: 55.43529, qwk: 0.81448
Wed Jul  8 04:42:17 2020 Epoch 7, lr: 0.0001380, train loss: 0.39458, val loss: 0.42995, acc: 45.88235, qwk: 0.82189
Wed Jul  8 05:25:53 2020 Epoch 8, lr: 0.0001560, train loss: 0.39063, val loss: 0.39136, acc: 51.62353, qwk: 0.82678
Wed Jul  8 06:09:26 2020 Epoch 9, lr: 0.0001740, train loss: 0.38285, val loss: 0.44329, acc: 54.91765, qwk: 0.85116
Wed Jul  8 06:53:03 2020 Epoch 10, lr: 0.0001920, train loss: 0.38279, val loss: 0.38566, acc: 48.04706, qwk: 0.80788
Wed Jul  8 07:36:42 2020 Epoch 11, lr: 0.0002100, train loss: 0.37839, val loss: 0.41174, acc: 53.78824, qwk: 0.84643
Wed Jul  8 08:20:16 2020 Epoch 12, lr: 0.0002280, train loss: 0.37230, val loss: 0.44424, acc: 52.94118, qwk: 0.77216
Wed Jul  8 09:03:53 2020 Epoch 13, lr: 0.0002460, train loss: 0.37584, val loss: 0.40660, acc: 53.31765, qwk: 0.80702
Wed Jul  8 09:47:28 2020 Epoch 14, lr: 0.0002640, train loss: 0.37042, val loss: 0.37535, acc: 57.92941, qwk: 0.85120
Wed Jul  8 10:31:01 2020 Epoch 15, lr: 0.0002820, train loss: 0.37379, val loss: 0.51430, acc: 57.12941, qwk: 0.77585
Wed Jul  8 11:14:34 2020 Epoch 16, lr: 0.0003000, train loss: 0.36701, val loss: 0.44256, acc: 59.29412, qwk: 0.82739
Wed Jul  8 11:58:09 2020 Epoch 17, lr: 0.0000300, train loss: 0.31289, val loss: 0.39709, acc: 62.87059, qwk: 0.87235
Wed Jul  8 12:41:44 2020 Epoch 18, lr: 0.0002870, train loss: 0.35985, val loss: 0.45929, acc: 52.51765, qwk: 0.83559
Wed Jul  8 13:25:17 2020 Epoch 19, lr: 0.0002714, train loss: 0.35105, val loss: 0.52032, acc: 42.35294, qwk: 0.73189
Wed Jul  8 14:08:49 2020 Epoch 20, lr: 0.0002504, train loss: 0.34122, val loss: 0.42889, acc: 58.25882, qwk: 0.84969
Wed Jul  8 14:52:22 2020 Epoch 21, lr: 0.0002250, train loss: 0.32299, val loss: 0.45152, acc: 61.22353, qwk: 0.84612
Wed Jul  8 15:35:58 2020 Epoch 22, lr: 0.0001964, train loss: 0.30686, val loss: 0.38386, acc: 64.14118, qwk: 0.86511
Wed Jul  8 16:19:33 2020 Epoch 23, lr: 0.0001657, train loss: 0.30276, val loss: 0.44015, acc: 58.58824, qwk: 0.85725
Wed Jul  8 17:03:10 2020 Epoch 24, lr: 0.0001343, train loss: 0.27697, val loss: 0.37896, acc: 64.09412, qwk: 0.86706
Wed Jul  8 17:46:48 2020 Epoch 25, lr: 0.0001036, train loss: 0.25727, val loss: 0.39513, acc: 67.52941, qwk: 0.87727
Wed Jul  8 18:30:21 2020 Epoch 26, lr: 0.0000750, train loss: 0.25016, val loss: 0.37656, acc: 66.91765, qwk: 0.88035
Wed Jul  8 19:13:54 2020 Epoch 27, lr: 0.0000496, train loss: 0.23584, val loss: 0.40915, acc: 67.10588, qwk: 0.87311
Wed Jul  8 19:57:48 2020 Epoch 28, lr: 0.0000286, train loss: 0.22509, val loss: 0.37775, acc: 67.76471, qwk: 0.88324
Wed Jul  8 20:41:15 2020 Epoch 29, lr: 0.0000130, train loss: 0.21643, val loss: 0.38261, acc: 69.17647, qwk: 0.88071
Wed Jul  8 21:24:43 2020 Epoch 30, lr: 0.0000033, train loss: 0.21392, val loss: 0.37968, acc: 68.94118, qwk: 0.88312
Thu Jul  9 00:52:46 2020 Epoch 1, lr: 0.0000300, train loss: 0.65709, val loss: 0.52671, acc: 37.11729, qwk: 0.74647
Thu Jul  9 01:36:06 2020 Epoch 2, lr: 0.0000480, train loss: 0.51278, val loss: 0.49487, acc: 51.62506, qwk: 0.76342
Thu Jul  9 02:19:32 2020 Epoch 3, lr: 0.0000660, train loss: 0.46213, val loss: 0.46893, acc: 47.10316, qwk: 0.79959
Thu Jul  9 03:03:00 2020 Epoch 4, lr: 0.0000840, train loss: 0.43259, val loss: 0.50165, acc: 54.59256, qwk: 0.82098
Thu Jul  9 03:46:31 2020 Epoch 5, lr: 0.0001020, train loss: 0.41522, val loss: 0.43288, acc: 47.05605, qwk: 0.82188
Thu Jul  9 04:30:00 2020 Epoch 6, lr: 0.0001200, train loss: 0.40462, val loss: 0.40559, acc: 52.80264, qwk: 0.83418
Thu Jul  9 05:13:30 2020 Epoch 7, lr: 0.0001380, train loss: 0.39547, val loss: 0.45159, acc: 50.96561, qwk: 0.81212
Thu Jul  9 05:56:59 2020 Epoch 8, lr: 0.0001560, train loss: 0.39385, val loss: 0.40996, acc: 53.03815, qwk: 0.82794
Thu Jul  9 06:40:28 2020 Epoch 9, lr: 0.0001740, train loss: 0.37683, val loss: 0.46273, acc: 54.78097, qwk: 0.83458
Thu Jul  9 07:23:57 2020 Epoch 10, lr: 0.0001920, train loss: 0.38185, val loss: 0.41572, acc: 61.18700, qwk: 0.85186
Thu Jul  9 08:07:27 2020 Epoch 11, lr: 0.0002100, train loss: 0.37658, val loss: 0.43730, acc: 61.13990, qwk: 0.84444
Thu Jul  9 08:50:53 2020 Epoch 12, lr: 0.0002280, train loss: 0.36234, val loss: 0.42735, acc: 60.76307, qwk: 0.85298
Thu Jul  9 09:34:24 2020 Epoch 13, lr: 0.0002460, train loss: 0.36817, val loss: 0.52122, acc: 54.21573, qwk: 0.83859
Thu Jul  9 10:17:53 2020 Epoch 14, lr: 0.0002640, train loss: 0.36643, val loss: 0.43401, acc: 54.96938, qwk: 0.82629
Thu Jul  9 11:01:23 2020 Epoch 15, lr: 0.0002820, train loss: 0.37477, val loss: 0.44545, acc: 58.64343, qwk: 0.85278
Thu Jul  9 11:44:49 2020 Epoch 16, lr: 0.0003000, train loss: 0.35543, val loss: 0.53172, acc: 59.39708, qwk: 0.80525
Thu Jul  9 12:28:18 2020 Epoch 17, lr: 0.0000300, train loss: 0.30063, val loss: 0.40620, acc: 61.42252, qwk: 0.86324
Thu Jul  9 13:11:49 2020 Epoch 18, lr: 0.0002870, train loss: 0.34957, val loss: 0.52755, acc: 56.99482, qwk: 0.83837
Thu Jul  9 13:55:21 2020 Epoch 19, lr: 0.0002714, train loss: 0.33939, val loss: 0.43208, acc: 57.60716, qwk: 0.84816
Thu Jul  9 14:38:58 2020 Epoch 20, lr: 0.0002504, train loss: 0.32973, val loss: 0.42505, acc: 59.30287, qwk: 0.85051
Thu Jul  9 15:22:32 2020 Epoch 21, lr: 0.0002250, train loss: 0.31400, val loss: 0.42668, acc: 59.34998, qwk: 0.84618
Thu Jul  9 16:06:06 2020 Epoch 22, lr: 0.0001964, train loss: 0.30410, val loss: 0.45832, acc: 63.11823, qwk: 0.85354
Thu Jul  9 16:49:40 2020 Epoch 23, lr: 0.0001657, train loss: 0.28548, val loss: 0.42347, acc: 63.40085, qwk: 0.86141
Thu Jul  9 17:33:12 2020 Epoch 24, lr: 0.0001343, train loss: 0.26931, val loss: 0.44177, acc: 65.61470, qwk: 0.86409
Thu Jul  9 18:16:45 2020 Epoch 25, lr: 0.0001036, train loss: 0.25211, val loss: 0.42064, acc: 64.10740, qwk: 0.86925
Thu Jul  9 19:00:20 2020 Epoch 26, lr: 0.0000750, train loss: 0.23981, val loss: 0.47646, acc: 64.86105, qwk: 0.85558
Thu Jul  9 19:44:35 2020 Epoch 27, lr: 0.0000496, train loss: 0.22757, val loss: 0.43197, acc: 65.09656, qwk: 0.86499
Thu Jul  9 20:28:12 2020 Epoch 28, lr: 0.0000286, train loss: 0.21966, val loss: 0.42029, acc: 64.71974, qwk: 0.86883
Thu Jul  9 21:11:47 2020 Epoch 29, lr: 0.0000130, train loss: 0.21118, val loss: 0.42174, acc: 66.08573, qwk: 0.87121
Thu Jul  9 21:55:22 2020 Epoch 30, lr: 0.0000033, train loss: 0.21404, val loss: 0.42694, acc: 65.94442, qwk: 0.87178
Fri Jul 10 00:54:08 2020 Epoch 1, lr: 0.0000300, train loss: 0.66109, val loss: 0.54701, acc: 26.48445, qwk: 0.69202
Fri Jul 10 01:36:33 2020 Epoch 2, lr: 0.0000480, train loss: 0.51517, val loss: 0.46834, acc: 49.85862, qwk: 0.80550
Fri Jul 10 02:19:00 2020 Epoch 3, lr: 0.0000660, train loss: 0.45918, val loss: 0.51748, acc: 35.62677, qwk: 0.69084
Fri Jul 10 03:01:30 2020 Epoch 4, lr: 0.0000840, train loss: 0.44076, val loss: 0.41709, acc: 44.67484, qwk: 0.79595
Fri Jul 10 03:44:13 2020 Epoch 5, lr: 0.0001020, train loss: 0.42121, val loss: 0.52781, acc: 46.22997, qwk: 0.77572
Fri Jul 10 04:26:47 2020 Epoch 6, lr: 0.0001200, train loss: 0.41600, val loss: 0.41020, acc: 58.24694, qwk: 0.83090
Fri Jul 10 05:09:27 2020 Epoch 7, lr: 0.0001380, train loss: 0.40545, val loss: 0.40619, acc: 46.37135, qwk: 0.82456
Fri Jul 10 05:52:04 2020 Epoch 8, lr: 0.0001560, train loss: 0.39775, val loss: 0.41083, acc: 54.52403, qwk: 0.80313
Fri Jul 10 06:34:36 2020 Epoch 9, lr: 0.0001740, train loss: 0.38587, val loss: 0.43244, acc: 44.53346, qwk: 0.81170
Fri Jul 10 07:17:10 2020 Epoch 10, lr: 0.0001920, train loss: 0.39697, val loss: 0.40123, acc: 56.36192, qwk: 0.84370
Fri Jul 10 07:59:47 2020 Epoch 11, lr: 0.0002100, train loss: 0.38061, val loss: 0.39099, acc: 57.39868, qwk: 0.82289
Fri Jul 10 08:42:22 2020 Epoch 12, lr: 0.0002280, train loss: 0.38155, val loss: 0.37771, acc: 60.55608, qwk: 0.84897
Fri Jul 10 09:24:54 2020 Epoch 13, lr: 0.0002460, train loss: 0.37543, val loss: 0.46604, acc: 49.71725, qwk: 0.79608
Fri Jul 10 10:07:28 2020 Epoch 14, lr: 0.0002640, train loss: 0.37036, val loss: 0.43511, acc: 59.66070, qwk: 0.81031
Fri Jul 10 10:50:00 2020 Epoch 15, lr: 0.0002820, train loss: 0.36796, val loss: 0.42330, acc: 52.92177, qwk: 0.82843
Fri Jul 10 11:32:27 2020 Epoch 16, lr: 0.0003000, train loss: 0.37329, val loss: 0.63292, acc: 39.20829, qwk: 0.79126
Fri Jul 10 12:14:53 2020 Epoch 17, lr: 0.0000300, train loss: 0.31044, val loss: 0.38498, acc: 60.79171, qwk: 0.86677
Fri Jul 10 12:57:24 2020 Epoch 18, lr: 0.0002870, train loss: 0.36184, val loss: 0.40722, acc: 55.04241, qwk: 0.83598
Fri Jul 10 13:39:53 2020 Epoch 19, lr: 0.0002714, train loss: 0.34167, val loss: 0.41759, acc: 55.51367, qwk: 0.83482
Fri Jul 10 14:22:27 2020 Epoch 20, lr: 0.0002504, train loss: 0.33848, val loss: 0.37807, acc: 62.67672, qwk: 0.85918
Fri Jul 10 15:06:53 2020 Epoch 21, lr: 0.0002250, train loss: 0.32489, val loss: 0.41018, acc: 61.07446, qwk: 0.84986
Fri Jul 10 15:52:05 2020 Epoch 22, lr: 0.0001964, train loss: 0.30776, val loss: 0.49559, acc: 62.58247, qwk: 0.85353
Fri Jul 10 16:35:30 2020 Epoch 23, lr: 0.0001657, train loss: 0.29808, val loss: 0.40274, acc: 59.61357, qwk: 0.85658
Fri Jul 10 17:17:57 2020 Epoch 24, lr: 0.0001343, train loss: 0.28388, val loss: 0.41824, acc: 64.89161, qwk: 0.86613
Fri Jul 10 18:01:36 2020 Epoch 25, lr: 0.0001036, train loss: 0.26561, val loss: 0.40966, acc: 60.46183, qwk: 0.86391
Fri Jul 10 18:45:30 2020 Epoch 26, lr: 0.0000750, train loss: 0.24708, val loss: 0.40311, acc: 66.06975, qwk: 0.86858
Fri Jul 10 19:29:24 2020 Epoch 27, lr: 0.0000496, train loss: 0.23787, val loss: 0.40702, acc: 66.39962, qwk: 0.86870
Fri Jul 10 20:13:18 2020 Epoch 28, lr: 0.0000286, train loss: 0.22567, val loss: 0.41195, acc: 67.48351, qwk: 0.86865
Fri Jul 10 20:57:12 2020 Epoch 29, lr: 0.0000130, train loss: 0.22198, val loss: 0.40535, acc: 67.48351, qwk: 0.87415
Fri Jul 10 21:41:18 2020 Epoch 30, lr: 0.0000033, train loss: 0.21415, val loss: 0.41112, acc: 67.95476, qwk: 0.87452
Sat Jul 11 01:47:04 2020 Epoch 1, lr: 0.0000300, train loss: 0.65242, val loss: 0.53131, acc: 33.86792, qwk: 0.72887
Sat Jul 11 02:31:28 2020 Epoch 2, lr: 0.0000480, train loss: 0.51835, val loss: 0.49847, acc: 48.58491, qwk: 0.79425
Sat Jul 11 03:15:20 2020 Epoch 3, lr: 0.0000660, train loss: 0.45698, val loss: 0.48115, acc: 33.39623, qwk: 0.75106
Sat Jul 11 03:58:52 2020 Epoch 4, lr: 0.0000840, train loss: 0.42859, val loss: 0.46782, acc: 39.24528, qwk: 0.77359
Sat Jul 11 04:42:29 2020 Epoch 5, lr: 0.0001020, train loss: 0.41856, val loss: 0.49258, acc: 51.41509, qwk: 0.76562
Sat Jul 11 05:26:10 2020 Epoch 6, lr: 0.0001200, train loss: 0.40692, val loss: 0.47230, acc: 52.35849, qwk: 0.79741
Sat Jul 11 06:09:45 2020 Epoch 7, lr: 0.0001380, train loss: 0.39763, val loss: 0.42297, acc: 46.65094, qwk: 0.81553
Sat Jul 11 06:53:23 2020 Epoch 8, lr: 0.0001560, train loss: 0.39046, val loss: 0.40329, acc: 53.11321, qwk: 0.81796
Sat Jul 11 07:37:04 2020 Epoch 9, lr: 0.0001740, train loss: 0.39148, val loss: 0.42084, acc: 48.30189, qwk: 0.81275
Sat Jul 11 08:20:47 2020 Epoch 10, lr: 0.0001920, train loss: 0.38126, val loss: 0.42834, acc: 53.86792, qwk: 0.83113
Sat Jul 11 09:04:29 2020 Epoch 11, lr: 0.0002100, train loss: 0.37524, val loss: 0.41698, acc: 51.46226, qwk: 0.83289
Sat Jul 11 09:48:07 2020 Epoch 12, lr: 0.0002280, train loss: 0.37795, val loss: 0.44242, acc: 59.43396, qwk: 0.84463
Sat Jul 11 10:31:48 2020 Epoch 13, lr: 0.0002460, train loss: 0.38560, val loss: 0.40519, acc: 55.33019, qwk: 0.84292
Sat Jul 11 11:15:24 2020 Epoch 14, lr: 0.0002640, train loss: 0.37498, val loss: 0.44880, acc: 59.76415, qwk: 0.83258
Sat Jul 11 11:59:04 2020 Epoch 15, lr: 0.0002820, train loss: 0.36358, val loss: 0.48930, acc: 53.53774, qwk: 0.78678
Sat Jul 11 12:42:42 2020 Epoch 16, lr: 0.0003000, train loss: 0.36330, val loss: 0.41560, acc: 55.84906, qwk: 0.82572
Sat Jul 11 13:26:24 2020 Epoch 17, lr: 0.0000300, train loss: 0.31539, val loss: 0.38657, acc: 61.22642, qwk: 0.86380
Sat Jul 11 14:10:05 2020 Epoch 18, lr: 0.0002870, train loss: 0.35978, val loss: 0.40603, acc: 55.47170, qwk: 0.83898
Sat Jul 11 14:53:47 2020 Epoch 19, lr: 0.0002714, train loss: 0.34834, val loss: 0.41506, acc: 54.05660, qwk: 0.83652
Sat Jul 11 15:37:31 2020 Epoch 20, lr: 0.0002504, train loss: 0.34451, val loss: 0.38825, acc: 59.85849, qwk: 0.85095
Sat Jul 11 16:21:15 2020 Epoch 21, lr: 0.0002250, train loss: 0.32391, val loss: 0.45906, acc: 61.46226, qwk: 0.84844
Sat Jul 11 17:05:52 2020 Epoch 22, lr: 0.0001964, train loss: 0.30908, val loss: 0.40880, acc: 61.60377, qwk: 0.84502
Sat Jul 11 17:49:28 2020 Epoch 23, lr: 0.0001657, train loss: 0.28205, val loss: 0.45795, acc: 57.26415, qwk: 0.84413
Sat Jul 11 18:33:09 2020 Epoch 24, lr: 0.0001343, train loss: 0.27698, val loss: 0.43656, acc: 61.46226, qwk: 0.85770
Sat Jul 11 19:17:32 2020 Epoch 25, lr: 0.0001036, train loss: 0.25990, val loss: 0.42244, acc: 64.66981, qwk: 0.86443
Sat Jul 11 20:02:45 2020 Epoch 26, lr: 0.0000750, train loss: 0.24046, val loss: 0.39846, acc: 65.18868, qwk: 0.86461
Sat Jul 11 20:46:32 2020 Epoch 27, lr: 0.0000496, train loss: 0.22653, val loss: 0.41351, acc: 66.69811, qwk: 0.86831
Sat Jul 11 21:30:41 2020 Epoch 28, lr: 0.0000286, train loss: 0.22468, val loss: 0.41850, acc: 66.32075, qwk: 0.86250
Sat Jul 11 22:15:28 2020 Epoch 29, lr: 0.0000130, train loss: 0.21473, val loss: 0.42270, acc: 66.32075, qwk: 0.86358
Sat Jul 11 22:59:17 2020 Epoch 30, lr: 0.0000033, train loss: 0.21082, val loss: 0.42116, acc: 66.36792, qwk: 0.86551
Mon Jul 13 01:17:22 2020 Epoch 1, lr: 0.0000300, train loss: 0.67838, val loss: 0.51140, acc: 36.40640, qwk: 0.70927
Mon Jul 13 02:01:27 2020 Epoch 2, lr: 0.0000840, train loss: 0.55258, val loss: 0.53820, acc: 38.33490, qwk: 0.71765
Mon Jul 13 02:44:48 2020 Epoch 3, lr: 0.0001380, train loss: 0.52214, val loss: 0.60012, acc: 32.92568, qwk: 0.74763
Mon Jul 13 03:28:12 2020 Epoch 4, lr: 0.0001920, train loss: 0.53660, val loss: 0.60378, acc: 26.29351, qwk: 0.54132
Mon Jul 13 04:11:33 2020 Epoch 5, lr: 0.0002460, train loss: 0.54365, val loss: 0.59672, acc: 26.48166, qwk: 0.72699
Mon Jul 13 04:54:50 2020 Epoch 6, lr: 0.0003000, train loss: 0.55134, val loss: 0.57509, acc: 30.71496, qwk: 0.68701
Mon Jul 13 05:38:04 2020 Epoch 7, lr: 0.0000300, train loss: 0.49022, val loss: 0.53181, acc: 33.25494, qwk: 0.68061
Mon Jul 13 06:21:22 2020 Epoch 8, lr: 0.0001964, train loss: 0.52584, val loss: 0.56975, acc: 28.22201, qwk: 0.57707
Mon Jul 13 07:04:35 2020 Epoch 9, lr: 0.0001036, train loss: 0.49664, val loss: nan, acc: 34.00753, qwk: 0.76923
Mon Jul 13 07:47:51 2020 Epoch 10, lr: 0.0000286, train loss: 0.46823, val loss: 0.53188, acc: 35.74788, qwk: 0.67469
Mon Jul 13 19:28:09 2020 Epoch 1, lr: 0.0000300, train loss: 0.79953, val loss: 0.60306, acc: 21.49577, qwk: 0.55169
Mon Jul 13 20:32:42 2020 Epoch 1, lr: 0.0000300, train loss: 0.68927, val loss: 0.51410, acc: 29.25682, qwk: 0.67857
Mon Jul 13 21:16:51 2020 Epoch 2, lr: 0.0000840, train loss: 0.53455, val loss: 0.55476, acc: 48.73001, qwk: 0.70267
Mon Jul 13 22:00:00 2020 Epoch 3, lr: 0.0001380, train loss: 0.48264, val loss: 0.43270, acc: 47.27187, qwk: 0.79062
Mon Jul 13 22:43:05 2020 Epoch 4, lr: 0.0001920, train loss: 0.47259, val loss: 0.42008, acc: 53.24553, qwk: 0.81802
Mon Jul 13 23:26:41 2020 Epoch 5, lr: 0.0002460, train loss: 0.45669, val loss: 0.54962, acc: 56.06773, qwk: 0.82330
Tue Jul 14 00:10:12 2020 Epoch 6, lr: 0.0003000, train loss: 0.45361, val loss: 0.42747, acc: 56.72625, qwk: 0.82152
Tue Jul 14 00:55:04 2020 Epoch 7, lr: 0.0000300, train loss: 0.37537, val loss: 0.39660, acc: 59.59548, qwk: 0.85135
Tue Jul 14 01:41:36 2020 Epoch 8, lr: 0.0001964, train loss: 0.40845, val loss: 0.45669, acc: 62.32361, qwk: 0.83448
Tue Jul 14 02:24:53 2020 Epoch 9, lr: 0.0001036, train loss: 0.36269, val loss: 0.40261, acc: 55.73848, qwk: 0.83422
Tue Jul 14 03:08:10 2020 Epoch 10, lr: 0.0000286, train loss: 0.33311, val loss: 0.41781, acc: 63.17027, qwk: 0.84482
Fri Jul 17 10:20:58 2020 Epoch 1, lr: 0.0000300, train loss: 0.45565, val loss: 0.29937, acc: 45.43744, qwk: 0.77094
Fri Jul 17 11:02:42 2020 Epoch 2, lr: 0.0000840, train loss: 0.34366, val loss: 0.27939, acc: 54.56256, qwk: 0.80643
Fri Jul 17 11:44:30 2020 Epoch 3, lr: 0.0001380, train loss: 0.30556, val loss: 0.31022, acc: 49.85889, qwk: 0.78638
Fri Jul 17 12:26:18 2020 Epoch 4, lr: 0.0001920, train loss: 0.29229, val loss: 0.32084, acc: 50.32926, qwk: 0.71696
Fri Jul 17 13:08:09 2020 Epoch 5, lr: 0.0002460, train loss: 0.28143, val loss: 0.28092, acc: 58.41957, qwk: 0.83557
Fri Jul 17 13:49:58 2020 Epoch 6, lr: 0.0003000, train loss: 0.27333, val loss: 0.33573, acc: 59.50141, qwk: 0.77340
Fri Jul 17 14:31:52 2020 Epoch 7, lr: 0.0000300, train loss: 0.22647, val loss: 0.23254, acc: 60.86548, qwk: 0.85623
Fri Jul 17 15:13:43 2020 Epoch 8, lr: 0.0001964, train loss: 0.24094, val loss: 0.25020, acc: 58.23142, qwk: 0.84666
Fri Jul 17 15:55:36 2020 Epoch 9, lr: 0.0001036, train loss: 0.21122, val loss: 0.27797, acc: 61.28881, qwk: 0.85840
Fri Jul 17 16:37:27 2020 Epoch 10, lr: 0.0000286, train loss: 0.18713, val loss: 0.24306, acc: 62.74694, qwk: 0.86334
Sat Jul 18 16:59:24 2020 Epoch 1, lr: 0.0000300, train loss: -0.46989, val loss: -0.00000, acc: 12.65287, qwk: 0.00000
Sat Jul 18 17:41:34 2020 Epoch 2, lr: 0.0000840, train loss: -0.47556, val loss: -0.00000, acc: 12.65287, qwk: 0.00000
Sat Jul 18 18:23:46 2020 Epoch 3, lr: 0.0001380, train loss: -0.47556, val loss: -0.00000, acc: 12.65287, qwk: 0.00000
Sun Jul 26 03:21:02 2020 Epoch 1, lr: 0.0000300, train loss: 0.62155, val loss: 0.50416, acc: 42.91457, qwk: 0.81753
Sun Jul 26 04:01:44 2020 Epoch 2, lr: 0.0000840, train loss: 0.46557, val loss: 0.43984, acc: 43.76884, qwk: 0.82533
Sun Jul 26 04:42:10 2020 Epoch 3, lr: 0.0001380, train loss: 0.41550, val loss: 0.39259, acc: 58.79397, qwk: 0.88942
Sun Jul 26 05:22:37 2020 Epoch 4, lr: 0.0001920, train loss: 0.39308, val loss: 0.40289, acc: 57.93970, qwk: 0.87084
Sun Jul 26 06:03:02 2020 Epoch 5, lr: 0.0002460, train loss: 0.37995, val loss: 0.36462, acc: 63.56784, qwk: 0.89030
Sun Jul 26 06:43:28 2020 Epoch 6, lr: 0.0003000, train loss: 0.36729, val loss: 0.36540, acc: 62.16080, qwk: 0.88605
Sun Jul 26 07:23:54 2020 Epoch 7, lr: 0.0000300, train loss: 0.31656, val loss: 0.32729, acc: 67.28643, qwk: 0.91620
Sun Jul 26 08:04:19 2020 Epoch 8, lr: 0.0001964, train loss: 0.31819, val loss: 0.38138, acc: 67.63819, qwk: 0.88167
Sun Jul 26 08:44:45 2020 Epoch 9, lr: 0.0001036, train loss: 0.29314, val loss: 0.30399, acc: 69.04523, qwk: 0.91516
Sun Jul 26 09:25:12 2020 Epoch 10, lr: 0.0000286, train loss: 0.26243, val loss: 0.30017, acc: 70.20101, qwk: 0.92660
